,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
1042321,HCM,20110530,1.4585,1.4585,1.3894,1.3907,49410
1042536,HCM,20110527,1.424,1.4585,1.3894,1.4598,123690
1042748,HCM,20110526,1.2686,1.3894,1.2686,1.3907,217990
1042963,HCM,20110525,1.329,1.3463,1.329,1.3303,121620
1043178,HCM,20110524,1.424,1.4498,1.3981,1.3994,100500
1043387,HCM,20110523,1.5275,1.5275,1.4671,1.4685,71310
1043595,HCM,20110520,1.6138,1.6138,1.5361,1.5376,39110
1043802,HCM,20110519,1.6224,1.6224,1.5793,1.5894,23080
1044008,HCM,20110518,1.6397,1.7174,1.6224,1.624,42790
1044218,HCM,20110517,1.7087,1.7433,1.6656,1.6844,28270
1044425,HCM,20110516,1.8037,1.8037,1.726,1.7276,24680
1044634,HCM,20110513,1.8037,1.8037,1.7778,1.7795,16990
1044841,HCM,20110512,1.8037,1.8123,1.7864,1.814,16920
1045051,HCM,20110511,1.8296,1.8296,1.8037,1.8054,8080
1045257,HCM,20110510,1.8382,1.8468,1.795,1.8399,14960
1045465,HCM,20110509,1.8209,1.8382,1.8037,1.8399,26440
1045677,HCM,20110506,1.795,1.8123,1.795,1.8054,5440
1045884,HCM,20110505,1.7778,1.795,1.7692,1.7967,5560
1046095,HCM,20110504,1.795,1.8209,1.7692,1.814,16160
1046304,HCM,20110429,1.7692,1.8382,1.7692,1.7967,24890
1046514,HCM,20110428,1.8209,1.8209,1.7864,1.7881,5560
1046722,HCM,20110427,1.8123,1.8555,1.8123,1.814,16800
1046925,HCM,20110426,1.9504,1.9504,1.8123,1.814,18250
1047133,HCM,20110425,1.8641,1.89,1.8555,1.8917,67650
1047342,HCM,20110422,1.89,1.89,1.8037,1.8054,89270
1047547,HCM,20110421,1.8468,1.9245,1.8468,1.9004,60770
1047753,HCM,20110420,1.9418,1.9418,1.8727,1.9177,40360
1047960,HCM,20110419,1.8555,1.9159,1.8296,1.909,53020
1048170,HCM,20110418,1.9418,1.9418,1.8641,1.9177,37850
1048381,HCM,20110415,1.9418,1.9504,1.8727,1.9436,74740
1048586,HCM,20110414,1.9418,1.9418,1.8813,1.9349,68070
1048796,HCM,20110413,2.0194,2.0194,1.9331,1.9522,19060
1049002,HCM,20110408,1.9676,1.9849,1.9676,1.9868,22810
1049212,HCM,20110407,1.959,2.0108,1.959,1.9868,37210
1049424,HCM,20110406,1.9849,2.0022,1.9331,2.004,104540
1049636,HCM,20110405,1.9245,1.9504,1.8986,1.9436,54450
1049846,HCM,20110404,1.959,1.9763,1.9418,1.9522,29330
1050056,HCM,20110401,2.0108,2.0194,1.959,2.0127,21900
1050262,HCM,20110331,1.9849,2.0194,1.9504,2.0213,35490
1050470,HCM,20110330,1.9676,2.0281,1.9676,2.0213,32880
1050681,HCM,20110329,2.0712,2.0712,1.9676,2.0559,234800
1050893,HCM,20110328,2.0626,2.0885,2.0194,2.0645,117880
1051107,HCM,20110325,2.1402,2.1402,2.0108,2.0731,51070
1051320,HCM,20110324,2.123,2.1402,2.0712,2.0904,38190
1051526,HCM,20110323,2.123,2.123,2.0712,2.125,22950
1051735,HCM,20110322,2.0885,2.1402,2.0712,2.125,107620
1051942,HCM,20110321,2.2093,2.2093,2.123,2.125,76260
1052153,HCM,20110318,2.0539,2.123,2.0194,2.125,31190
1052370,HCM,20110317,2.0453,2.0971,2.0367,2.0386,55510
1052579,HCM,20110316,2.0367,2.0626,2.0194,2.0472,45800
1052788,HCM,20110315,1.959,2.0885,1.959,2.0559,57530
1052996,HCM,20110314,2.123,2.1316,2.0194,2.0213,93430
1053208,HCM,20110311,2.1144,2.123,2.0798,2.125,325040
1053423,HCM,20110310,1.8813,2.0281,1.8813,2.03,71720
1053634,HCM,20110309,1.959,1.959,1.8641,1.9349,17070
1053847,HCM,20110308,1.9418,1.959,1.9245,1.9609,53450
1054055,HCM,20110307,1.8986,1.9849,1.8986,1.9609,43000
1054256,HCM,20110304,1.9676,1.9935,1.9245,1.9263,31820
1054465,HCM,20110303,1.9763,2.0108,1.9245,1.9263,123040
1054671,HCM,20110302,2.0539,2.0539,2.0022,2.0127,262680
1054879,HCM,20110301,2.0712,2.1057,2.0281,2.1077,22970
1055086,HCM,20110228,2.1748,2.1748,2.1144,2.1163,64330
1055297,HCM,20110225,2.1575,2.1575,2.1144,2.1423,49770
1055509,HCM,20110224,2.0626,2.1402,2.0539,2.1423,60030
1055720,HCM,20110223,2.1489,2.1834,2.0971,2.1423,35180
1055930,HCM,20110222,2.0626,2.1748,2.0626,2.1163,91240
1056141,HCM,20110221,2.1661,2.2352,2.1402,2.1423,151280
1056354,HCM,20110218,2.3474,2.356,2.2524,2.2545,103530
1056566,HCM,20110217,2.4682,2.4682,2.3387,2.3582,98820
1056777,HCM,20110216,2.4337,2.5027,2.4078,2.4619,51200
1056985,HCM,20110215,2.4854,2.4854,2.425,2.4446,23180
1057191,HCM,20110214,2.52,2.52,2.4682,2.4705,14900
1057398,HCM,20110211,2.5372,2.5372,2.4941,2.5137,32880
1057611,HCM,20110210,2.4941,2.5286,2.4941,2.531,13310
1057821,HCM,20110209,2.5804,2.589,2.52,2.531,32710
1058029,HCM,20110208,2.52,2.5545,2.5027,2.5223,11470
1058236,HCM,20110128,2.5459,2.5459,2.4596,2.5223,41080
1058448,HCM,20110127,2.4941,2.52,2.4854,2.5051,36030
1058660,HCM,20110126,2.3991,2.4941,2.3991,2.4878,9930
1058866,HCM,20110125,2.4596,2.4596,2.3991,2.4014,34680
1059078,HCM,20110124,2.4682,2.4682,2.4164,2.4273,79420
1059294,HCM,20110121,2.5459,2.5459,2.4682,2.4705,43950
1059505,HCM,20110120,2.4854,2.5459,2.4854,2.4964,112400
1059713,HCM,20110119,2.5113,2.5459,2.4682,2.4878,32280
1059919,HCM,20110118,2.5286,2.589,2.5027,2.5051,73810
1060130,HCM,20110117,2.52,2.6063,2.5027,2.531,92240
1060335,HCM,20110114,2.4596,2.4854,2.4596,2.4878,37790
1060545,HCM,20110113,2.4596,2.5286,2.4164,2.4619,43620
1060750,HCM,20110112,2.5027,2.5027,2.3905,2.4532,51410
1060958,HCM,20110111,2.4941,2.4941,2.3905,2.3928,83730
1061166,HCM,20110110,2.5717,2.5804,2.4854,2.4964,106610
1061372,HCM,20110107,2.6235,2.6235,2.5804,2.5914,21770
1061581,HCM,20110106,2.6235,2.6235,2.589,2.6087,38980
1061786,HCM,20110105,2.6149,2.6235,2.589,2.6087,38540
1061996,HCM,20110104,2.6322,2.6667,2.6235,2.6433,53180
1062205,HCM,20101231,2.6063,2.6322,2.5804,2.5828,199300
1062413,HCM,20101230,2.6839,2.6839,2.5976,2.6001,82440
1062622,HCM,20101229,2.7098,2.7875,2.6753,2.6778,55830
1062832,HCM,20101228,2.6753,2.7616,2.6494,2.7642,119800
1063041,HCM,20101227,2.6753,2.7443,2.589,2.6692,67590
1063250,HCM,20101224,2.5459,2.6667,2.5459,2.6519,184380
1063458,HCM,20101223,2.5717,2.6063,2.5372,2.5482,84740
1063664,HCM,20101222,2.7185,2.7185,2.589,2.5914,86610
1063873,HCM,20101221,2.6753,2.7357,2.589,2.6778,169570
1064081,HCM,20101220,2.9083,2.9083,2.7185,2.721,154850
1064289,HCM,20101217,2.8306,2.8306,2.7098,2.8074,145660
1064491,HCM,20101216,2.7443,2.8048,2.7098,2.7124,191630
1064694,HCM,20101215,2.8911,2.9428,2.7616,2.8506,155920
1064900,HCM,20101214,3.0291,3.0982,2.8479,2.8506,382600
1065107,HCM,20101213,2.9946,2.9946,2.9946,2.9974,35140
1065315,HCM,20101210,2.7961,2.8565,2.7357,2.8592,402450
1065522,HCM,20101209,2.5976,2.7271,2.4941,2.7296,124340
1065730,HCM,20101208,2.6753,2.7702,2.5976,2.6001,141060
1065935,HCM,20101207,2.8479,2.8911,2.7271,2.7296,174320
1066144,HCM,20101206,2.8652,2.8738,2.7616,2.8679,500400
1066350,HCM,20101203,2.7443,2.7443,2.7443,2.7469,62440
1066558,HCM,20101202,2.589,2.6149,2.5459,2.6173,142970
1066766,HCM,20101201,2.502,2.5854,2.4186,2.4965,118610
1066974,HCM,20101130,2.5187,2.5187,2.477,2.5216,368010
1067179,HCM,20101129,2.2518,2.4019,2.2351,2.4047,52640
1067382,HCM,20101126,2.3769,2.3769,2.2768,2.2961,27920
1067589,HCM,20101125,2.2518,2.3435,2.2518,2.3212,54910
1067795,HCM,20101124,2.2268,2.2601,2.2268,2.2544,19150
1068000,HCM,20101123,2.1767,2.2768,2.1767,2.2544,63490
1068202,HCM,20101122,2.1434,2.2518,2.1267,2.2544,50960
1068405,HCM,20101119,2.3269,2.3269,2.2184,2.221,26440
1068610,HCM,20101118,2.2935,2.3018,2.2935,2.2961,28330
1068815,HCM,20101117,2.2852,2.3352,2.1434,2.2293,107310
1069019,HCM,20101116,2.2101,2.2351,2.1851,2.2293,43290
1069219,HCM,20101115,2.2101,2.2935,2.2101,2.2377,70750
1069422,HCM,20101112,2.2935,2.3102,2.2435,2.2711,110590
1069622,HCM,20101111,2.3269,2.3435,2.3018,2.3212,99880
1069824,HCM,20101110,2.3102,2.3602,2.3018,2.3045,57750
1070029,HCM,20101109,2.3435,2.3435,2.3102,2.3128,104800
1070230,HCM,20101108,2.3936,2.4186,2.3435,2.4047,72890
1070428,HCM,20101105,2.3686,2.3936,2.3352,2.3963,120210
1070628,HCM,20101104,2.2685,2.3018,2.2685,2.2878,24020
1070828,HCM,20101103,2.3018,2.3018,2.2685,2.2711,65110
1071029,HCM,20101102,2.2768,2.3018,2.2685,2.2794,65250
1071230,HCM,20101101,2.2435,2.2852,2.2435,2.2878,41310
1071426,HCM,20101029,2.2852,2.3102,2.2768,2.2794,55840
1071626,HCM,20101028,2.2435,2.2518,2.2351,2.246,42940
1071831,HCM,20101027,2.2852,2.3352,2.2351,2.2377,134650
1072032,HCM,20101026,2.2435,2.2852,2.2435,2.2878,108980
1072233,HCM,20101025,2.135,2.1767,2.135,2.1792,63760
1072430,HCM,20101022,2.2184,2.3102,2.1684,2.1792,34030
1072631,HCM,20101021,2.2518,2.3352,2.2268,2.2544,44670
1072831,HCM,20101020,2.3435,2.3602,2.2518,2.2544,55470
1073032,HCM,20101019,2.4353,2.4603,2.3686,2.3713,66760
1073232,HCM,20101018,2.502,2.502,2.4436,2.4548,40940
1073428,HCM,20101015,2.4019,2.527,2.4019,2.5049,77080
1073625,HCM,20101014,2.4603,2.4686,2.4186,2.4214,44010
1073824,HCM,20101013,2.3936,2.4436,2.3936,2.4214,36240
1074023,HCM,20101012,2.452,2.477,2.4186,2.4381,86520
1074216,HCM,20101011,2.452,2.502,2.452,2.4798,42040
1074410,HCM,20101008,2.4853,2.5437,2.4853,2.4882,60530
1074607,HCM,20101007,2.6104,2.6188,2.527,2.5299,50660
1074804,HCM,20101006,2.5687,2.6021,2.5437,2.58,102720
1075001,HCM,20101005,2.502,2.5771,2.4853,2.58,56340
1075196,HCM,20101004,2.6688,2.6688,2.5437,2.5466,146480
1075391,HCM,20101001,2.7522,2.7522,2.6771,2.6802,20260
1075585,HCM,20100930,2.7439,2.7439,2.6855,2.6969,47080
1075784,HCM,20100929,2.7105,2.8189,2.7105,2.722,36320
1075982,HCM,20100928,2.7939,2.8106,2.7605,2.7721,27600
1076179,HCM,20100927,2.8189,2.8356,2.7605,2.7637,50160
1076376,HCM,20100924,2.7689,2.8189,2.7689,2.8222,31480
1076571,HCM,20100923,2.869,2.869,2.7522,2.7721,70260
1076768,HCM,20100922,2.8356,2.9023,2.8189,2.8806,32020
1076963,HCM,20100921,2.9607,2.9607,2.8773,2.8806,68500
1077161,HCM,20100920,3.0024,3.0441,2.919,2.9474,102120
1077356,HCM,20100917,2.8356,2.9273,2.8022,2.9224,109370
1077553,HCM,20100916,2.7939,2.7939,2.6688,2.7971,65170
1077745,HCM,20100915,2.7772,2.8273,2.7772,2.7971,94750
1077937,HCM,20100914,2.894,2.894,2.7772,2.8556,53420
1078135,HCM,20100913,2.8106,2.9273,2.7939,2.8055,192650
1078327,HCM,20100910,3.0608,3.0775,2.9357,2.9391,286490
1078522,HCM,20100909,3.0858,3.1275,3.0107,3.0894,88120
1078714,HCM,20100908,2.9941,3.0775,2.9857,3.0059,82720
1078908,HCM,20100907,3.0691,3.2276,3.0441,3.0894,219040
1079101,HCM,20100906,2.9857,3.1275,2.9857,3.1311,279270
1079295,HCM,20100901,2.9023,3.0024,2.8439,2.9892,140450
1079489,HCM,20100831,2.7939,2.9023,2.7522,2.9057,168460
1079685,HCM,20100830,2.7689,2.7689,2.7522,2.7721,71690
1079880,HCM,20100827,2.5771,2.6855,2.5354,2.6468,171340
1080073,HCM,20100826,2.5854,2.6521,2.4686,2.6552,84520
1080266,HCM,20100825,2.6938,2.6938,2.5604,2.5633,91000
1080463,HCM,20100824,2.7105,2.7522,2.6938,2.6969,190380
1080659,HCM,20100823,2.9857,2.9857,2.8022,2.8389,21200
1080853,HCM,20100820,2.8356,2.9107,2.7522,2.914,93170
1081048,HCM,20100819,2.7772,2.869,2.7689,2.8138,146340
1081246,HCM,20100818,2.9273,2.9357,2.869,2.8723,181060
1081442,HCM,20100817,3.0107,3.0441,2.9774,3.0059,55530
1081637,HCM,20100816,3.0691,3.0941,3.0024,3.081,218810
1081832,HCM,20100813,2.9023,2.9941,2.869,2.9558,170280
1082028,HCM,20100812,3.0524,3.1609,3.0191,3.0226,149580
1082223,HCM,20100811,3.1692,3.2526,3.1692,3.1812,147510
1082414,HCM,20100810,3.2943,3.2943,3.1442,3.1728,250020
1082607,HCM,20100809,3.3777,3.386,3.3026,3.3064,74020
1082801,HCM,20100806,3.5195,3.5195,3.4194,3.4233,115650
1082992,HCM,20100805,3.5862,3.6029,3.5195,3.5235,45460
1083182,HCM,20100804,3.5862,3.6362,3.5362,3.5486,45310
1083372,HCM,20100803,3.7363,3.7447,3.6529,3.6571,29360
1083561,HCM,20100802,3.7697,3.7697,3.6863,3.6905,41270
1083754,HCM,20100730,3.753,3.7947,3.6863,3.7323,31760
1083947,HCM,20100729,3.6779,3.6946,3.6529,3.6822,15080
1084139,HCM,20100728,3.778,3.778,3.6779,3.6822,62560
1084331,HCM,20100727,3.6779,3.7363,3.6779,3.7072,83790
1084523,HCM,20100726,3.7447,3.7447,3.6779,3.6822,21760
1084712,HCM,20100723,3.753,3.7947,3.703,3.7156,74440
1084903,HCM,20100722,3.8531,3.8698,3.7113,3.7156,164770
1085094,HCM,20100721,3.9031,3.9031,3.8531,3.8575,61770
1085282,HCM,20100720,3.9615,3.9615,3.9031,3.9076,60790
1085474,HCM,20100719,3.9365,3.9615,3.9365,3.941,178770
1085659,HCM,20100716,4.0032,4.0032,3.9198,3.941,38170
1085845,HCM,20100715,4.0282,4.0616,3.9615,4.0078,52390
1086034,HCM,20100714,4.1617,4.17,4.0282,4.0329,172600
1086220,HCM,20100713,3.9198,4.0282,3.8781,4.0329,203220
1086408,HCM,20100712,3.9198,3.9198,3.803,3.8408,34330
1086595,HCM,20100709,3.9365,3.9365,3.8531,3.8826,36320
1086785,HCM,20100708,3.8781,3.9615,3.8781,3.8826,40910
1086975,HCM,20100707,3.9198,3.9198,3.8364,3.8826,195700
1087162,HCM,20100706,3.9615,3.9615,3.8781,3.8826,75700
1087350,HCM,20100705,4.0449,4.0449,3.9615,3.9744,124390
1087540,HCM,20100702,3.9615,4.0115,3.9532,3.9661,92290
1087729,HCM,20100701,4.0032,4.0032,3.9615,3.9661,53750
1087915,HCM,20100630,4.0032,4.0115,4.0032,4.0078,65350
1088101,HCM,20100629,4.0532,4.0866,4.0366,4.0412,168780
1088287,HCM,20100628,4.1617,4.1617,4.0449,4.0579,47500
1088472,HCM,20100625,4.145,4.145,4.0866,4.0913,70510
1088656,HCM,20100624,4.1366,4.2534,4.1366,4.1498,94750
1088842,HCM,20100623,4.1366,4.17,4.0866,4.1748,98050
1089025,HCM,20100622,4.2117,4.2117,4.1366,4.1414,73010
1089209,HCM,20100621,4.2117,4.2534,4.2117,4.2165,54310
1089390,HCM,20100618,4.2117,4.2951,4.2117,4.2165,53620
1089569,HCM,20100617,4.2951,4.3368,4.2534,4.2583,83420
1089746,HCM,20100616,4.3368,4.3785,4.2117,4.3,211690
1089927,HCM,20100615,4.2117,4.2117,4.1283,4.1748,99320
1090105,HCM,20100614,4.17,4.17,4.1283,4.1331,114370
1090285,HCM,20100611,4.17,4.17,4.0949,4.108,47180
1090467,HCM,20100610,4.0532,4.1033,4.0532,4.0913,102870
1090649,HCM,20100609,4.1617,4.17,4.0866,4.108,152420
1090830,HCM,20100608,4.0532,4.17,4.0449,4.1164,134570
1091010,HCM,20100607,4.2117,4.2534,4.145,4.1581,147260
1091191,HCM,20100604,4.3368,4.3368,4.2951,4.3418,60260
1091368,HCM,20100603,4.4202,4.4202,4.3368,4.3418,94720
1091549,HCM,20100602,4.3368,4.3785,4.2951,4.3418,34810
1091729,HCM,20100601,4.3785,4.3785,4.3368,4.3418,104900
1091908,HCM,20100531,4.5036,4.5036,4.3368,4.3418,68460
1092086,HCM,20100528,4.4226,4.4636,4.3407,4.4254,176300
1092263,HCM,20100527,4.1769,4.2998,4.1769,4.3024,91690
1092439,HCM,20100526,4.2588,4.2998,4.2179,4.2615,175850
1092617,HCM,20100525,4.3407,4.3817,4.2179,4.2205,113500
1092796,HCM,20100524,4.2179,4.3407,4.1769,4.3024,232460
1092976,HCM,20100521,4.2588,4.3407,4.2179,4.2205,411150
1093156,HCM,20100520,4.136,4.4226,4.095,4.4254,267850
1093334,HCM,20100519,4.3407,4.4636,4.2588,4.3024,376100
1093512,HCM,20100518,4.4226,4.5045,4.4226,4.4663,90380
1093690,HCM,20100517,4.5455,4.5455,4.4226,4.4663,156780
1093867,HCM,20100514,4.6274,4.6683,4.5864,4.5893,284060
1094044,HCM,20100513,4.7093,4.7093,4.6274,4.6302,144100
1094221,HCM,20100512,4.6683,4.7093,4.6274,4.6302,188140
1094399,HCM,20100511,4.7912,4.7912,4.7093,4.7122,195470
1094577,HCM,20100510,4.7912,4.7912,4.6683,4.7122,169830
1094755,HCM,20100507,4.7912,4.7912,4.7093,4.7532,305860
1094933,HCM,20100506,4.914,4.914,4.8321,4.8351,163980
1095110,HCM,20100505,4.8321,4.8731,4.7912,4.8351,282550
1095287,HCM,20100504,4.914,4.9959,4.8731,4.9171,144670
1095464,HCM,20100429,4.9959,4.9959,4.8731,4.8761,185090
1095639,HCM,20100428,4.9959,4.9959,4.8731,4.9171,172720
1095814,HCM,20100427,4.914,4.955,4.914,4.9171,136450
1095988,HCM,20100426,4.955,5.0778,4.955,4.9581,108920
1096161,HCM,20100422,4.955,5.0778,4.914,5.081,432720
1096336,HCM,20100421,4.914,4.955,4.8731,4.8761,147540
1096511,HCM,20100420,4.8731,4.914,4.8731,4.8761,174380
1096685,HCM,20100419,4.914,5.0778,4.914,4.9171,401310
1096857,HCM,20100416,4.9959,5.0778,4.9959,5.081,653930
1097029,HCM,20100415,4.8731,4.9959,4.8321,4.999,537810
1097198,HCM,20100414,4.8731,4.8731,4.7912,4.7942,183840
1097367,HCM,20100413,4.914,4.955,4.8321,4.8761,149360
1097537,HCM,20100412,4.955,4.955,4.8731,4.9171,261110
1097706,HCM,20100409,4.8321,4.8731,4.7912,4.8351,198040
1097874,HCM,20100408,4.7912,4.914,4.7912,4.7942,272850
1098042,HCM,20100407,4.914,4.914,4.7912,4.7942,331260
1098209,HCM,20100406,5.0369,5.0778,4.914,4.9171,296900
1098377,HCM,20100405,4.9959,5.0778,4.955,4.999,155880
1098547,HCM,20100402,5.0369,5.0778,4.955,4.9581,290610
1098717,HCM,20100401,4.8321,4.955,4.7912,4.9581,325910
1098886,HCM,20100331,4.7502,4.914,4.7093,4.7532,492650
1099056,HCM,20100330,4.914,4.914,4.7093,4.7122,386360
1099223,HCM,20100329,4.8321,4.955,4.8321,4.8761,239320
1099391,HCM,20100326,4.955,4.9959,4.7912,4.9171,388070
1099559,HCM,20100325,5.0778,5.1597,4.914,4.9581,637290
1099727,HCM,20100324,5.0778,5.1597,5.0369,5.1629,429490
1099894,HCM,20100323,5.1188,5.1597,5.0369,5.04,502930
1100062,HCM,20100322,5.2007,5.2007,5.1188,5.1629,260270
1100229,HCM,20100319,5.2007,5.3235,5.1597,5.2039,527330
1100395,HCM,20100318,5.0369,5.1597,4.9959,5.1629,649670
1100560,HCM,20100317,5.1188,5.1597,4.8731,4.9171,594840
1100724,HCM,20100316,5.2826,5.3235,5.0778,5.081,552100
1100890,HCM,20100315,5.3235,5.3645,5.2416,5.3268,511980
1101054,HCM,20100312,5.2416,5.2826,5.1597,5.2449,509450
1101217,HCM,20100311,5.2007,5.2826,5.0778,5.2039,1085050
1101381,HCM,20100310,5.2007,5.3235,5.1597,5.1629,524590
1101544,HCM,20100309,5.2007,5.2826,5.1188,5.2859,761810
1101707,HCM,20100308,5.1597,5.2007,5.0778,5.2039,610690
1101871,HCM,20100305,4.7502,4.955,4.7502,4.9581,710760
1102036,HCM,20100304,4.8731,4.914,4.7502,4.7532,485170
1102200,HCM,20100303,4.5864,4.7093,4.5864,4.7122,911930
1102363,HCM,20100302,4.5045,4.5864,4.4636,4.5073,122050
1102526,HCM,20100301,4.5864,4.5864,4.5045,4.5483,180570
1102687,HCM,20100226,4.5045,4.5455,4.4226,4.5483,222940
1102851,HCM,20100225,4.5455,4.5864,4.4636,4.5073,154080
1103015,HCM,20100224,4.3407,4.4636,4.3407,4.4663,126530
1103178,HCM,20100223,4.5045,4.5045,4.3817,4.3844,230940
1103340,HCM,20100222,4.6274,4.6274,4.5455,4.5893,155850
1103502,HCM,20100212,4.5864,4.6274,4.5455,4.5893,128360
1103662,HCM,20100211,4.3817,4.5455,4.3817,4.5483,161460
1103823,HCM,20100210,4.3817,4.4226,4.3407,4.3844,114350
1103982,HCM,20100209,4.3407,4.3817,4.2588,4.3024,232280
1104143,HCM,20100208,4.4636,4.4636,4.3817,4.4254,72510
1104304,HCM,20100205,4.5045,4.6274,4.4226,4.4663,159400
1104464,HCM,20100204,4.4636,4.6683,4.4226,4.6302,231470
1104624,HCM,20100203,4.3407,4.5045,4.3407,4.4663,69950
1104786,HCM,20100202,4.4636,4.5455,4.4226,4.4254,54220
1104947,HCM,20100201,4.4636,4.4636,4.3817,4.4663,68840
1105106,HCM,20100129,4.4226,4.5045,4.2998,4.4663,147280
1105263,HCM,20100128,4.6274,4.6274,4.4636,4.4663,73910
1105423,HCM,20100127,4.7093,4.7912,4.5455,4.6302,81730
1105582,HCM,20100126,4.6683,4.7093,4.6683,4.7122,209460
1105741,HCM,20100125,4.5045,4.5864,4.4636,4.5073,131480
1105899,HCM,20100122,4.4226,4.5455,4.3817,4.5073,156020
1106057,HCM,20100121,4.5455,4.6683,4.4636,4.4663,281890
1106213,HCM,20100120,4.914,4.955,4.6274,4.6712,188560
1106368,HCM,20100119,4.8321,4.8731,4.7093,4.8351,211610
1106524,HCM,20100118,4.914,4.914,4.7093,4.7122,274760
1106676,HCM,20100115,4.9959,5.1188,4.914,4.9581,131850
1106829,HCM,20100114,5.1597,5.2416,5.0778,5.122,197940
1106983,HCM,20100113,4.914,5.1597,4.6683,5.1629,434820
1107136,HCM,20100112,5.1597,5.2007,4.914,4.9171,285090
1107289,HCM,20100111,4.9959,5.1597,4.914,5.1629,446730
1107443,HCM,20100108,5.2826,5.2826,4.914,4.9171,484890
1107597,HCM,20100107,5.3235,5.3235,5.1188,5.122,641510
1107751,HCM,20100106,5.1597,5.4054,5.1597,5.3678,828810
1107904,HCM,20100105,5.1597,5.1597,5.1597,5.1629,99730
1108057,HCM,20100104,4.914,4.914,4.914,4.9171,185690
1108210,HCM,20091231,4.7093,4.7093,4.6274,4.7122,779410
1108362,HCM,20091230,4.5045,4.5045,4.4226,4.5073,480380
1108514,HCM,20091229,4.2998,4.2998,4.2998,4.3024,53200
1108665,HCM,20091228,4.0964,4.2851,4.0695,4.0976,442200
1108816,HCM,20091225,4.0964,4.1773,4.0695,4.1785,431170
1108967,HCM,20091224,3.9617,3.9886,3.8539,3.9898,553510
1109118,HCM,20091223,3.6922,3.8269,3.6922,3.8011,207000
1109267,HCM,20091222,3.7461,3.8269,3.6383,3.7471,294550
1109415,HCM,20091221,3.6652,3.6652,3.6113,3.6663,128800
1109563,HCM,20091218,3.5035,3.5035,3.4766,3.5045,172320
1109710,HCM,20091217,3.3418,3.3957,3.3149,3.3428,248920
1109857,HCM,20091216,3.5035,3.5574,3.4766,3.4776,182320
1110003,HCM,20091215,3.6922,3.773,3.6383,3.6393,149970
1110148,HCM,20091214,3.6113,3.7191,3.5574,3.7202,270080
1110293,HCM,20091211,3.6113,3.6922,3.5574,3.5584,243540
1110438,HCM,20091210,3.9078,3.9078,3.7191,3.7202,144700
1110582,HCM,20091209,3.8808,3.9078,3.8269,3.828,338740
1110725,HCM,20091208,4.0964,4.0964,3.9886,4.0167,194900
1110869,HCM,20091207,4.1234,4.1234,4.0695,4.0976,100450
1111014,HCM,20091204,4.1503,4.1503,4.0425,4.0976,113480
1111157,HCM,20091203,3.9617,4.0964,3.9078,4.0976,186430
1111301,HCM,20091202,4.1234,4.2042,3.9617,3.9628,331370
1111445,HCM,20091201,4.0964,4.1503,3.9617,4.1515,288040
1111588,HCM,20091130,3.8808,3.9617,3.8269,3.9628,225470
1111731,HCM,20091127,3.7191,4.0964,3.7191,3.7741,530730
1111874,HCM,20091126,3.9078,3.9078,3.9078,3.9089,120640
1112017,HCM,20091125,4.2312,4.2581,4.0964,4.0976,295110
1112158,HCM,20091124,4.4468,4.4737,4.2851,4.3133,306470
1112298,HCM,20091123,4.5276,4.5815,4.4468,4.4481,307290
1112438,HCM,20091120,4.7163,4.7432,4.5815,4.5828,307740
1112578,HCM,20091119,4.4737,4.6624,4.4737,4.6637,763290
1112718,HCM,20091118,4.4198,4.4468,4.3659,4.4481,152350
1112858,HCM,20091117,4.5007,4.5007,4.4198,4.4481,230760
1112997,HCM,20091116,4.5276,4.5276,4.4468,4.4481,149350
1113135,HCM,20091113,4.4198,4.5007,4.3929,4.475,229110
1113274,HCM,20091112,4.4468,4.5815,4.3929,4.4481,281520
1113413,HCM,20091111,4.2581,4.3929,4.2042,4.3941,218250
1113552,HCM,20091110,4.312,4.339,4.2042,4.2324,286630
1113691,HCM,20091109,4.339,4.3929,4.2312,4.2324,217600
1113830,HCM,20091106,4.6624,4.6624,4.4198,4.4211,407550
1113969,HCM,20091105,4.4198,4.6085,4.4198,4.5828,259700
1114108,HCM,20091104,4.5276,4.5815,4.3659,4.4211,351740
1114246,HCM,20091103,4.7163,4.7163,4.5007,4.502,587690
1114384,HCM,20091102,4.7163,4.7432,4.7163,4.7176,252890
1114522,HCM,20091030,5.0936,5.0936,4.878,4.9603,281550
1114660,HCM,20091029,4.9049,4.9319,4.878,4.8794,573040
1114798,HCM,20091028,5.0936,5.1205,4.9588,5.122,679060
1114936,HCM,20091027,5.0397,5.0666,4.8241,4.9063,644670
1115073,HCM,20091026,5.3361,5.4439,5.0666,5.0681,473420
1115211,HCM,20091023,5.6056,5.7134,5.2822,5.2837,883900
1115349,HCM,20091022,5.4439,5.4978,5.3361,5.4994,701510
1115487,HCM,20091021,5.0936,5.2553,5.0127,5.2568,576960
1115624,HCM,20091020,5.0127,5.0936,4.9319,5.095,590390
